Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,a
AUGUST-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3730,0,0,0,0,0,148,0,0,0,0,0,0,0,861,0,0,150,,,,,,
AUGUST-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10373,0,0,3,0,0,1335,0,0,0,0,0,167,16,1742,0,0,316,,,,,,
AUGUST-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5352,0,3468,30,0,0,2427,0,28,3,0,0,943,0,1457,0,0,49,,,,,,
AUGUST-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12262,0,0,247,0,0,2915,0,0,0,0,0,220,50,1429,0,0,255,,,,,,
AUGUST-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4587,0,0,363,0,4493,1653,0,0,87,0,14,189,42,1899,0,0,489,,,,,,
AUGUST-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21240,1000,10368,0,0,0,8383,0,41,0,0,0,2172,95,5446,0,0,262,,,,,,
AUGUST-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9006,0,8229,341,0,0,3205,0,44,0,0,0,1361,0,1974,0,0,211,,,,,,
AUGUST-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9840,0,0,0,0,0,2527,0,0,0,0,0,457,308,3099,0,0,798,,,,,,
AUGUST-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16301,0,2179,771,0,173,2651,0,7,62,0,0,640,12,4915,0,0,884,,,,,,
AUGUST-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1441,0,0,0,0,0,11,0,0,0,0,0,0,0,46,0,,,,,,
AUGUST-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8668,0,10210,286,0,280,4133,0,42,88,0,0,527,566,2542,0,0,1246,,,,,,
AUGUST-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1042,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2574,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14153,2323,0,0,0,0,4271,97,0,0,0,0,796,82,4993,10,0,1412,,,,,,
AUGUST-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28003,0,5633,7,0,0,8638,0,110,1,0,0,2818,12,8820,0,217,1156,,,,,,
AUGUST-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,,,,,,
AUGUST-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3483,0,0,317,0,0,159,0,0,21,0,0,1,0,715,0,0,70,,,,,,
AUGUST-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1297,0,0,133,0,0,161,0,0,0,0,0,0,0,100,0,11,,,,,,
AUGUST-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12064,0,4545,0,0,0,3900,0,0,0,0,0,465,485,1384,0,0,118,,,,,,
AUGUST-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4794,0,2183,0,0,0,2638,0,173,0,0,0,303,634,1541,0,0,1094,,,,,,
AUGUST-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5824,1104,191,119,0,0,2317,0,0,28,0,0,402,241,1821,0,0,626,,,,,,
AUGUST-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7196,0,3435,36,0,58,3074,0,172,14,0,0,694,428,2141,0,94,640,,,,,,
AUGUST-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8254,0,6525,245,0,863,2698,0,448,55,0,0,405,572,1805,0,0,622,,,,,,
AUGUST-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7939,0,1429,0,0,543,3654,0,0,0,0,0,395,85,2104,0,0,412,,,,,,
AUGUST-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7444,0,0,0,0,0,29,0,0,0,0,0,0,0,0,19,,,,,,
AUGUST-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4447,0,10672,0,0,0,1585,0,21,0,0,0,61,0,1552,0,481,1813,,,,,,
AUGUST-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9359,0,9710,0,0,0,6096,0,910,0,0,0,1146,732,4105,0,0,1092,,,,,,
AUGUST-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20272,1837,0,0,0,0,8227,2,0,0,0,0,1536,662,5941,2,0,3262,,,,,,
AUGUST-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10059,0,2342,0,0,0,5314,0,176,0,0,0,590,546,3126,0,155,1825,,,,,,
AUGUST-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3826,0,0,169,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,1911,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8236,0,0,306,0,0,278,0,0,61,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,5267,0,0,540,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,158,0,0,2036,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,84,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,75,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,555,0,0,2220,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,98,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5199,0,0,273,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21610,2878,10782,3238,507,1028,8773,54,486,1126,5,78,3009,171,5500,166,192,407,,,,,,
AUGUST-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12312,0,13540,0,0,0,5394,0,69,0,0,0,613,315,6468,0,0,413,,,,,,
AUGUST-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8140,0,3856,9,0,148,2010,0,51,1,0,0,494,28,3467,0,0,641,,,,,,
AUGUST-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6630,0,1196,0,0,0,2298,0,0,0,0,0,207,63,1959,0,0,244,,,,,,
AUGUST-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11649,2203,11348,0,0,0,4999,249,69,0,0,0,620,630,7338,0,0,374,,,,,,
AUGUST-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5235,0,5541,0,0,4,2055,0,157,0,0,0,602,0,2433,0,0,1248,,,,,,
AUGUST-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,16116,686,10138,61,0,35,5972,0,32,13,0,0,1581,67,3607,0,0,1142,,,,,,
AUGUST-2024,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6825,0,4797,0,0,0,3138,0,14,0,0,0,1217,206,2387,0,0,679,,,,,,
AUGUST-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31490,363,1511,31,0,252,12017,0,34,19,0,1,2750,1600,11641,0,0,5192,,,,,,
AUGUST-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19069,0,8871,388,0,32,7987,0,0,124,0,0,828,639,4062,0,1,2481,,,,,,
AUGUST-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8644,0,3291,164,0,726,2490,0,58,17,0,75,554,256,3028,0,24,874,,,,,,
AUGUST-2024,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8834,0,0,11,0,0,3410,0,0,4,0,0,662,83,2664,0,0,1798,,,,,,
AUGUST-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11716,0,0,0,0,0,107,0,0,0,0,0,0,0,0,64,,,,,,
AUGUST-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7521,0,902,207,0,43,2914,0,8,77,0,0,636,90,2567,0,84,782,,,,,,
AUGUST-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6457,0,2811,218,0,139,3266,0,43,75,0,1,833,569,1717,0,0,123,,,,,,
AUGUST-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,15391,151,5579,124,0,76,5982,0,163,4,0,0,2271,118,3544,0,165,806,,,,,,
AUGUST-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9083,1106,3295,1,0,0,3045,0,119,1,0,0,257,114,4044,759,0,1635,,,,,,
AUGUST-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10815,3847,7157,0,0,401,4454,45,259,0,0,0,660,170,3799,1,0,1067,,,,,,
AUGUST-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3487,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1838,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2910,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1541,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4789,0,0,241,0,0,92,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3262,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4455,282,1791,20,0,22,1900,0,0,5,0,0,171,34,1144,0,0,308,,,,,,
AUGUST-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8798,1061,2757,0,0,0,2109,0,0,0,0,0,643,64,2459,0,28,1356,,,,,,
AUGUST-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3843,0,0,0,0,0,290,0,0,0,0,0,0,0,693,0,0,268,,,,,,
AUGUST-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15388,0,6452,0,0,959,5874,0,0,0,0,0,82,3,4343,0,0,2235,,,,,,
AUGUST-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5712,250,0,466,0,0,2335,0,0,0,0,0,419,101,1463,0,0,504,,,,,,
AUGUST-2024,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7730,0,4619,535,0,173,2694,0,50,169,0,0,384,0,2146,0,0,406,,,,,,
AUGUST-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6978,0,13933,0,0,0,4106,0,1106,0,0,0,691,375,2357,0,85,1365,,,,,,
AUGUST-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7757,0,1390,0,0,0,3175,0,0,0,0,0,622,269,1697,0,0,364,,,,,,
AUGUST-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12797,0,4349,1256,0,88,4835,0,38,417,0,3,923,18,3964,0,0,2052,,,,,,
AUGUST-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13116,0,9639,0,0,0,6100,0,963,0,0,0,909,317,4035,0,0,1440,,,,,,
AUGUST-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7874,0,3433,430,0,0,2229,0,0,56,0,0,516,643,2501,0,0,757,,,,,,
AUGUST-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7904,0,387,0,0,0,2064,0,0,0,0,0,227,3,2159,0,0,829,,,,,,
AUGUST-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10030,0,5073,342,0,125,2611,0,83,101,0,5,219,27,3583,0,0,286,,,,,,
AUGUST-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12199,0,6590,70,0,791,3643,0,23,9,0,0,1004,182,5672,0,0,892,,,,,,
AUGUST-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6068,0,1727,0,0,0,2011,0,16,0,0,0,505,56,1119,0,0,30,,,,,,
AUGUST-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,8675,0,3924,0,0,713,2155,0,30,0,0,0,1944,11,3596,0,0,2091,,,,,,
AUGUST-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8417,0,1977,389,0,39,3254,0,52,80,0,3,570,379,2330,0,0,683,,,,,,
AUGUST-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9338,584,1949,1322,0,69,3165,13,21,374,0,2,526,721,1925,0,0,1155,,,,,,
AUGUST-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12903,0,3593,0,0,0,4532,0,4,0,0,0,984,82,4240,0,416,921,,,,,,
AUGUST-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5681,0,0,0,0,0,106,0,0,0,0,0,0,0,1,0,235,,,,,,
AUGUST-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17554,0,5324,578,0,0,4169,0,23,0,0,0,321,37,2560,0,0,366,,,,,,
AUGUST-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11019,1533,4532,0,0,741,4134,57,0,0,0,0,280,3,3250,24,0,2712,,,,,,
AUGUST-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9097,0,0,0,0,0,2779,0,0,0,0,0,455,137,2698,0,0,555,,,,,,
AUGUST-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7068,0,8661,0,0,1660,3345,0,323,0,0,42,224,3,2539,0,128,2107,,,,,,
AUGUST-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12131,0,12066,0,0,0,5313,0,152,0,0,0,581,1033,2971,0,637,481,,,,,,
AUGUST-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8912,0,4121,0,0,0,4513,0,128,0,0,0,1046,221,3476,0,0,1974,,,,,,
AUGUST-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14080,1762,331,588,0,0,6415,74,1,243,0,0,702,230,4180,0,0,3716,,,,,,
AUGUST-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8411,0,2403,1913,0,1162,2960,0,13,0,0,0,239,4,2971,0,0,596,,,,,,
AUGUST-2024,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11392,0,3432,140,0,35,4112,0,67,21,0,0,1029,299,3076,0,80,1095,,,,,,
AUGUST-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,12519,0,9583,0,0,0,4131,0,385,0,0,0,767,713,4075,0,92,1386,,,,,,
AUGUST-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4431,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,,,,,,
AUGUST-2024,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,70,,,,,,
AUGUST-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21299,1537,5156,1364,0,1168,8909,26,583,443,0,26,1561,1108,8163,35,43,1373,,,,,,
AUGUST-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13227,0,5108,0,0,0,4636,0,0,0,0,0,520,34,4203,6,0,2250,,,,,,
AUGUST-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5660,0,6238,0,0,0,3220,0,124,0,0,0,280,10,2589,0,0,207,,,,,,
AUGUST-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15686,0,6746,426,0,0,5312,0,41,46,0,0,718,298,6935,0,0,587,,,,,,
AUGUST-2024,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,,,,,,
AUGUST-2024,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10260,359,6792,0,0,0,5736,0,221,0,0,0,830,388,4485,0,0,1351,,,,,,
AUGUST-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4834,0,1047,294,0,32,1229,0,0,40,0,0,212,4,1055,0,0,240,,,,,,
AUGUST-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14589,0,11577,768,0,282,6004,0,90,0,0,0,931,120,6315,0,333,891,,,,,,
AUGUST-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8118,0,0,0,0,0,2552,0,0,0,0,0,337,0,1904,0,0,344,,,,,,
AUGUST-2024,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7088,0,1456,185,0,90,3150,0,126,71,0,9,756,57,2644,0,275,563,,,,,,
AUGUST-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13526,0,4324,250,0,466,4683,0,98,73,0,6,604,559,3517,0,54,1252,,,,,,
AUGUST-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10138,0,5640,283,0,337,4471,0,61,83,0,5,595,245,2740,0,34,451,,,,,,
AUGUST-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12836,0,9360,0,0,1,4814,0,141,0,0,0,322,38,3088,0,0,2011,,,,,,
AUGUST-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8861,1132,6642,370,1,985,4351,0,88,151,0,4,1097,13,3514,0,0,2968,,,,,,
AUGUST-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12919,433,7598,613,0,515,5675,0,60,219,0,8,1133,247,4994,0,0,3714,,,,,,
AUGUST-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10799,816,5748,0,0,0,5613,168,146,0,0,0,108,26,1669,30,150,598,,,,,,
AUGUST-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8979,0,0,0,0,0,2440,0,0,0,0,0,302,113,983,0,0,38,,,,,,
AUGUST-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,
AUGUST-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12009,0,8937,0,0,0,3719,0,1,0,0,0,594,69,2697,0,0,1524,,,,,,
AUGUST-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7648,0,2203,378,0,211,3013,0,0,0,0,0,629,97,1721,0,0,326,,,,,,
AUGUST-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11978,104,476,0,0,161,5150,0,0,0,0,0,283,20,4148,10,37,1158,,,,,,
AUGUST-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,10046,0,3539,0,0,0,2955,0,16,0,0,0,578,50,2806,0,0,400,,,,,,
AUGUST-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4489,334,1814,176,0,0,1846,0,0,75,0,0,379,2,1309,0,0,862,,,,,,
AUGUST-2024,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12375,0,0,220,0,0,4612,0,0,61,0,0,586,394,2569,0,0,1970,,,,,,
AUGUST-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8979,0,12194,0,0,0,1587,0,7,0,0,0,8,0,4196,0,63,417,,,,,,
